subject,base,trial,filtered,n_frames,rate_hz,duration_s,status,strike_peak_time_s,strike_peak_speed_mps,v3d_com_offset_mm
ID014,KOK,1,True,1620,180.0,8.994444444444444,ok,4.322222222222222,6.726740536797114,16.188433077033253
ID014,KOK,2,True,1620,180.0,8.994444444444444,ok,3.9833333333333334,6.76161767028034,15.826127199753008
ID014,KOK,3,True,1620,180.0,8.994444444444444,ok,3.9166666666666665,6.734261705214634,15.836074664479554
ID014,KOK,4,True,1620,180.0,8.994444444444444,ok,4.033333333333333,7.0260413065511225,15.669654840783625
ID014,KOK,5,True,1620,180.0,8.994444444444444,ok,4.088888888888889,6.976827324200454,15.510387561339634
ID014,KIB,1,True,1620,180.0,8.994444444444444,ok,3.938888888888889,7.127598391207529,10.167272966985312
ID014,KIB,2,True,1620,180.0,8.994444444444444,ok,3.988888888888889,7.05169949661539,10.33539076110083
ID014,KIB,3,True,1620,180.0,8.994444444444444,ok,4.166666666666667,7.166735971048914,10.533374113861735
ID014,KIB,4,True,1620,180.0,8.994444444444444,ok,3.7944444444444443,7.381739591164079,10.401009041227486
ID014,KIB,5,True,1620,180.0,8.994444444444444,ok,4.177777777777778,7.121394337644225,10.585711496253111
ID014,STATIC,1,True,360,180.0,1.9944444444444445,ok,,,
